survey_year,gender,state,sport,schools,participants
1994-95,Girls,Alaska,Basketball,86.0,1223.0
1994-95,Girls,Alaska,Cross Country,64.0,437.0
1994-95,Girls,Arizona,Basketball,175.0,
1994-95,Girls,Arizona,Cross Country,82.0,513.0
1994-95,Girls,California,Cross Country,748.0,11334.0
1994-95,Girls,California,Basketball,940.0,26002.0
1994-95,Girls,California,Competitive Spirit Squads,103.0,1412.0
1994-95,Girls,Colorado,Cross Country,,1716.0
1994-95,Girls,Connecticut,Basketball,168.0,3821.0
1994-95,Girls,Connecticut,Cross Country,147.0,
1994-95,Girls,Connecticut,Competitive Spirit Squads,,171.0
1994-95,Girls,Delaware,Competitive Spirit Squads,,131.0
1994-95,Girls,Delaware,Cross Country,10.0,74.0
1994-95,Girls,District of Columbia,Basketball,14.0,187.0
1994-95,Girls,District of Columbia,Cross Country,326.0,3660.0
1994-95,Girls,Florida,Basketball,426.0,
1994-95,Girls,Florida,Cross Country,,2694.0
1994-95,Girls,Georgia,Basketball,335.0,8951.0
1994-95,Girls,Georgia,Competitive Spirit Squads,210.0,3546.0
1994-95,Girls,Georgia,Cross Country,234.0,
1994-95,Girls,Hawaii,Basketball,55.0,1382.0
1994-95,Girls,Hawaii,Competitive Spirit Squads,63.0,751.0
1994-95,Girls,Hawaii,Cross Country,54.0,346.0
1994-95,Girls,Indiana,Basketball,394.0,11881.0
1994-95,Girls,Indiana,Cross Country,266.0,2217.0
1994-95,Girls,Iowa,Basketball,,8468.0
1994-95,Girls,Iowa,Cross Country,221.0,1773.0
1994-95,Girls,Kansas,Basketball,361.0,
1994-95,Girls,Kansas,Cross Country,205.0,1812.0
1994-95,Girls,Kentucky,Basketball,274.0,5426.0
1994-95,Girls,Kentucky,Competitive Spirit Squads,253.0,4961.0
1994-95,Girls,Kentucky,Cross Country,204.0,1224.0
1994-95,Girls,Louisiana,Basketball,376.0,
1994-95,Girls,Louisiana,Cross Country,105.0,839.0
1994-95,Girls,Louisiana,Competitive Spirit Squads,71.0,956.0
1994-95,Girls,Maryland,Basketball,169.0,3963.0
1994-95,Girls,Maryland,Competitive Spirit Squads,33.0,860.0
1994-95,Girls,Maryland,Cross Country,138.0,1455.0
1994-95,Girls,Massachusetts,Basketball,303.0,9719.0
1994-95,Girls,Michigan,Basketball,696.0,19463.0
1994-95,Girls,Michigan,Competitive Spirit Squads,203.0,2164.0
1994-95,Girls,Michigan,Cross Country,534.0,5446.0
1994-95,Girls,Minnesota,Basketball,420.0,6968.0
1994-95,Girls,Mississippi,Basketball,261.0,4650.0
1994-95,Girls,Mississippi,Cross Country,42.0,840.0
1994-95,Girls,Missouri,Competitive Spirit Squads,160.0,1600.0
1994-95,Girls,Missouri,Cross Country,234.0,3109.0
1994-95,Girls,Missouri,Basketball,524.0,12222.0
1994-95,Girls,Montana,Basketball,181.0,4056.0
1994-95,Girls,Montana,Cross Country,76.0,685.0
1994-95,Girls,Nebraska,Cross Country,154.0,1210.0
1994-95,Girls,Nebraska,Basketball,338.0,7771.0
1994-95,Girls,Nevada,Competitive Spirit Squads,69.0,1199.0
1994-95,Girls,Nevada,Cross Country,63.0,633.0
1994-95,Girls,New Hampshire,Basketball,85.0,2365.0
1994-95,Girls,New Hampshire,Cross Country,,3399.0
1994-95,Girls,New Jersey,Competitive Spirit Squads,76.0,1553.0
1994-95,Girls,New Jersey,Cross Country,70.0,756.0
1994-95,Girls,New Mexico,Basketball,127.0,3199.0
1994-95,Girls,New Mexico,Cross Country,,4689.0
1994-95,Girls,New York,Basketball,696.0,16154.0
1994-95,Girls,New York,Cross Country,461.0,
1994-95,Girls,New York,Competitive Spirit Squads,31.0,600.0
1994-95,Girls,North Carolina,Basketball,321.0,
1994-95,Girls,North Carolina,Cross Country,43.0,316.0
1994-95,Girls,Ohio,Cross Country,635.0,5806.0
1994-95,Girls,Ohio,Basketball,775.0,18588.0
1994-95,Girls,Oklahoma,Basketball,472.0,9702.0
1994-95,Girls,Oklahoma,Competitive Spirit Squads,138.0,2071.0
1994-95,Girls,Oklahoma,Cross Country,94.0,947.0
1994-95,Girls,Oregon,Basketball,260.0,6760.0
1994-95,Girls,Oregon,Cross Country,180.0,
1994-95,Girls,Pennsylvania,Basketball,620.0,
1994-95,Girls,Pennsylvania,Cross Country,36.0,578.0
1994-95,Girls,Rhode Island,Basketball,45.0,921.0
1994-95,Girls,Rhode Island,Cross Country,100.0,1030.0
1994-95,Girls,South Carolina,Basketball,200.0,5112.0
1994-95,Girls,South Carolina,Cross Country,98.0,579.0
1994-95,Girls,South Dakota,Basketball,186.0,3858.0
1994-95,Girls,South Dakota,Cross Country,172.0,1858.0
1994-95,Girls,Tennessee,Cross Country,1028.0,30156.0
1994-95,Girls,Tennessee,Basketball,1154.0,62273.0
1994-95,Girls,Tennessee,Competitive Spirit Squads,85.0,1727.0
1994-95,Girls,Vermont,Competitive Spirit Squads,13.0,176.0
1994-95,Girls,Vermont,Cross Country,30.0,245.0
1994-95,Girls,Vermont,Basketball,47.0,1254.0
1994-95,Girls,Virginia,Basketball,280.0,6079.0
1994-95,Girls,Virginia,Cross Country,226.0,2319.0
1994-95,Girls,Virginia,Competitive Spirit Squads,,3426.0
1994-95,Girls,Washington,Basketball,357.0,10476.0
1994-95,Girls,Washington,Competitive Spirit Squads,142.0,
1994-95,Girls,Washington,Cross Country,60.0,454.0
1994-95,Girls,West Virginia,Cross Country,329.0,3561.0
1994-95,Girls,Wisconsin,Basketball,415.0,12308.0
1994-95,Girls,Wisconsin,Cross Country,29.0,279.0
1994-95,Girls,Wyoming,Basketball,69.0,1729.0
1994-95,Girls,Alabama,Skiing Cross Country,,144.0
1994-95,Girls,Alaska,Gymnastics,40.0,355.0
1994-95,Girls,Arizona,Gymnastics,,206.0
1994-95,Girls,Arizona,Skiing Cross Country,34.0,361.0
1994-95,Girls,Arkansas,Skiing Cross Country,60.0,1464.0
1994-95,Girls,Arkansas,Golf,,2090.0
1994-95,Girls,Arkansas,Gymnastics,229.0,487.0
1994-95,Girls,California,Golf,61.0,
1994-95,Girls,California,Gymnastics,,379.0
1994-95,Girls,California,Skiing Cross Country,68.0,761.0
1994-95,Girls,Colorado,Gymnastics,56.0,
1994-95,Girls,Colorado,Skiing Cross Country,,552.0
1994-95,Girls,Colorado,Golf,,2727.0
1994-95,Girls,Connecticut,Golf,72.0,
1994-95,Girls,Connecticut,Gymnastics,,25.0
1994-95,Girls,Delaware,Gymnastics,186.0,1280.0
1994-95,Girls,Florida,Skiing Cross Country,,321.0
1994-95,Girls,Florida,Gymnastics,121.0,228.0
1994-95,Girls,Georgia,Gymnastics,,47.0
1994-95,Girls,Georgia,Skiing Cross Country,,26.0
1994-95,Girls,Hawaii,Skiing Cross Country,,82.0
1994-95,Girls,Hawaii,Gymnastics,55.0,313.0
1994-95,Girls,Idaho,Gymnastics,,1109.0
1994-95,Girls,Idaho,Skiing Cross Country,110.0,2101.0
1994-95,Girls,Illinois,Skiing Cross Country,93.0,1184.0
1994-95,Girls,Illinois,Gymnastics,194.0,1724.0
1994-95,Girls,Indiana,Gymnastics,,3957.0
1994-95,Girls,Iowa,Gymnastics,460.0,
1994-95,Girls,Iowa,Skiing Cross Country,18.0,241.0
1994-95,Girls,Kansas,Skiing Cross Country,,24.0
1994-95,Girls,Kansas,Gymnastics,,697.0
1994-95,Girls,Kansas,Golf,14.0,567.0
1994-95,Girls,Kentucky,Skiing Cross Country,18.0,216.0
1994-95,Girls,Kentucky,Gymnastics,22.0,44.0
1994-95,Girls,Louisiana,Skiing Cross Country,,129.0
1994-95,Girls,Louisiana,Gymnastics,38.0,75.0
1994-95,Girls,Maine,Golf,71.0,2730.0
1994-95,Girls,Maine,Skiing Cross Country,13.0,198.0
1994-95,Girls,Maine,Gymnastics,82.0,85.0
1994-95,Girls,Maryland,Skiing Cross Country,,1220.0
1994-95,Girls,Maryland,Gymnastics,55.0,267.0
1994-95,Girls,Massachusetts,Golf,184.0,7771.0
1994-95,Girls,Massachusetts,Skiing Cross Country,76.0,1213.0
1994-95,Girls,Michigan,Golf,11.0,220.0
1994-95,Girls,Michigan,Gymnastics,171.0,2343.0
1994-95,Girls,Michigan,Skiing Cross Country,,1268.0
1994-95,Girls,Minnesota,Gymnastics,,2095.0
1994-95,Girls,Minnesota,Skiing Cross Country,170.0,
1994-95,Girls,Mississippi,Skiing Cross Country,,35.0
1994-95,Girls,Mississippi,Gymnastics,72.0,737.0
1994-95,Girls,Missouri,Golf,19.0,765.0
1994-95,Girls,Missouri,Gymnastics,,478.0
1994-95,Girls,Montana,Gymnastics,60.0,
1994-95,Girls,Montana,Skiing Cross Country,,195.0
1994-95,Girls,Nebraska,Gymnastics,,351.0
1994-95,Girls,Nevada,Skiing Cross Country,,93.0
1994-95,Girls,Nevada,Gymnastics,13.0,69.0
1994-95,Girls,New Hampshire,Golf,51.0,1807.0
1994-95,Girls,New Hampshire,Skiing Cross Country,80.0,1007.0
1994-95,Girls,New Hampshire,Gymnastics,13.0,255.0
1994-95,Girls,New Jersey,Gymnastics,47.0,397.0
1994-95,Girls,New Mexico,Gymnastics,,347.0
1994-95,Girls,New Mexico,Skiing Cross Country,117.0,1414.0
1994-95,Girls,New Mexico,Golf,223.0,8004.0
1994-95,Girls,New York,Skiing Cross Country,,85.0
1994-95,Girls,New York,Gymnastics,53.0,136.0
1994-95,Girls,North Carolina,Gymnastics,,499.0
1994-95,Girls,North Carolina,Skiing Cross Country,14.0,89.0
1994-95,Girls,North Dakota,Skiing Cross Country,,978.0
1994-95,Girls,North Dakota,Gymnastics,155.0,619.0
1994-95,Girls,Ohio,Golf,31.0,1146.0
